"","ID","N_NESTS","LATERAL_STRUCTURE","STRUCTURE_MATERIAL","STRUCTURE_SIDE","ASYMM_SIDE","RELIABILITY","REP","categorias","match_mismatch"
"13625",14957,1,"y","art","right",1,"2","y","1_right","mismatch"
"13642",14976,1,"y","art","right",0,"1","","0_right","match"
"13676",15009,1,"y","nat","right",0,"2","n","0_right","match"
"13683",15015,1,"y","nat","left",0,"1","","0_left","mismatch"
"13685",15017,1,"y","nat","left",0,"0","","0_left","mismatch"
"13695",15027,1,"y","art","right",0,"1","","0_right","match"
"13698",15030,1,"y","nat","right",0,"2","n","0_right","match"
"13700",15032,1,"y","art","left",0,"2","n","0_left","mismatch"
"13701",15033,1,"y","art","left",1,"2","n","1_left","match"
"13702",15034,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13710",15042,1,"y","nat","right",0,"2","n","0_right","match"
"13718",15050,1,"y","nat","right",0,"1","","0_right","match"
"13719",15051,1,"y","nat","right",0,"2","n","0_right","match"
"13734",15068,1,"y","nat","right",0,"2","n","0_right","match"
"13737",15072,1,"y","nat","right",0,"0","","0_right","match"
"13741",15076,1,"y","nat","left",1,"2","n","1_left","match"
"13749",15084,1,"y","art","right",0,"2","n","0_right","match"
"13750",15085,1,"y","nat","right",0,"2","n","0_right","match"
"13752",15087,1,"y","art","left",0,"2","n","0_left","mismatch"
"13753",15088,1,"y","nat","left",1,"2","n","1_left","match"
"13757",15101,1,"y","nat","left",1,"2","n","1_left","match"
"13759",15103,1,"y","art","right",0,"2","n","0_right","match"
"13785",15129,1,"y","art","left",0,"1","","0_left","mismatch"
"13789",15133,1,"y","nat","right",1,"2","n","1_right","mismatch"
"13790",15134,1,"y","nat","left",1,"2","y","1_left","match"
"13791",15135,1,"y","nat","left",1,"2","n","1_left","match"
"13800",15144,1,"y","art","right",0,"1","","0_right","match"
"13802",15146,1,"y","art","right",1,"2","n","1_right","mismatch"
"13815",15158,1,"y","nat","right",0,"2","n","0_right","match"
"13819",15163,1,"y","art","right",0,"2","n","0_right","match"
"13820",15163,2,"y","art","left",0,"2","n","0_left","mismatch"
"13840",15185,1,"y","art","left",0,"1","","0_left","mismatch"
"13841",15185,2,"y","art","left",0,"1","","0_left","mismatch"
"13849",15194,1,"y","nat","right",0,"2","n","0_right","match"
"13852",15196,1,"y","art","right",0,"2","y","0_right","match"
"13854",15198,1,"y","art","right",0,"2","n","0_right","match"
"13857",15201,1,"y","nat","right",1,"2","n","1_right","mismatch"
"13859",15203,1,"y","nat","right",0,"2","n","0_right","match"
"13867",15211,1,"y","nat","left",1,"2","n","1_left","match"
"13868",15212,1,"y","nat","right",0,"2","n","0_right","match"
"13882",15226,1,"y","art","right",0,"2","n","0_right","match"
"13895",15244,1,"y","nat","right",1,"2","n","1_right","mismatch"
"13899",15248,1,"y","nat","right",0,"2","n","0_right","match"
"13904",15254,1,"y","art","right",0,"2","n","0_right","match"
"13908",15258,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13909",15259,1,"y","nat","right",0,"2","n","0_right","match"
"13912",15262,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13918",15268,1,"y","art","left",1,"1","","1_left","match"
"13919",15269,1,"y","art","left",1,"2","n","1_left","match"
"13928",15280,1,"y","nat","left",1,"2","n","1_left","match"
"13933",15286,1,"y","nat","right",0,"2","n","0_right","match"
"13934",15287,1,"y","nat","right",0,"2","n","0_right","match"
"13941",15299,1,"y","nat","left",1,"1","","1_left","match"
"13947",15305,1,"y","nat","right",0,"1","","0_right","match"
"13954",15312,1,"y","nat","right",0,"2","n","0_right","match"
"13956",15314,1,"y","nat","right",0,"2","n","0_right","match"
"13958",15316,1,"y","nat","right",0,"2","n","0_right","match"
"13959",15317,1,"y","nat","left",1,"2","n","1_left","match"
"13960",15318,1,"y","nat","left",1,"2","n","1_left","match"
"13963",15320,1,"y","nat","left",1,"2","n","1_left","match"
"13973",15330,1,"y","nat","right",1,"2","y","1_right","mismatch"
"13974",15331,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13977",15334,1,"y","nat","left",1,"2","n","1_left","match"
"13986",15343,1,"y","art","right",0,"2","n","0_right","match"
"13989",15346,1,"y","art","left",1,"2","y","1_left","match"
"13990",15347,1,"y","art","right",1,"2","n","1_right","mismatch"
"13991",15348,1,"y","art","left",1,"1","","1_left","match"
"13993",15350,1,"y","art","left",1,"0","","1_left","match"
"13996",15353,1,"y","art","left",1,"2","y","1_left","match"
"13997",15354,1,"y","art","right",0,"2","y","0_right","match"
"13998",15354,2,"y","art","right",0,"2","y","0_right","match"
"13999",15354,3,"y","art","right",0,"2","y","0_right","match"
"14007",15364,1,"y","nat","right",0,"2","y","0_right","match"
"14008",15366,1,"y","art","left",1,"1","","1_left","match"
"14012",15370,1,"y","nat","left",1,"2","n","1_left","match"
"14015",15373,1,"y","nat","right",0,"2","n","0_right","match"
"14026",15385,1,"y","art","right",0,"2","n","0_right","match"
"14032",15400,1,"y","nat","left",0,"2","n","0_left","mismatch"
"14038",15410,1,"y","nat","right",0,"2","n","0_right","match"
"14039",15411,1,"y","art","left",1,"2","y","1_left","match"
"14040",15412,1,"y","art","right",1,"2","n","1_right","mismatch"
"14041",15412,2,"y","art","left",1,"2","n","1_left","match"
"14042",15412,3,"y","art","right",1,"2","n","1_right","mismatch"
"14043",15413,1,"y","nat","left",0,"2","n","0_left","mismatch"
"14051",15423,1,"y","art","left",1,"2","n","1_left","match"
"14052",15424,1,"y","art","right",1,"2","n","1_right","mismatch"
"14060",15431,1,"y","art","right",1,"2","n","1_right","mismatch"
"14065",15436,1,"y","nat","right",0,"2","n","0_right","match"
"14093",15487,1,"y","nat","right",0,"2","y","0_right","match"
"14109",15501,1,"y","nat","left",1,"2","n","1_left","match"
"14113",15505,1,"y","art","right",0,"0","","0_right","match"
"14122",15515,1,"y","art","right",1,"1","","1_right","mismatch"
"14123",15516,1,"y","art","left",1,"2","n","1_left","match"
"14126",15519,1,"y","nat","right",0,"2","n","0_right","match"
"14140",15536,1,"y","nat","left",1,"2","n","1_left","match"
"14144",15542,1,"y","art","left",1,"2","y","1_left","match"
"14146",15548,1,"y","art","left",1,"2","n","1_left","match"
"14149",15553,1,"y","nat","right",0,"2","n","0_right","match"
"14152",15557,1,"y","art","right",1,"2","n","1_right","mismatch"
"14155",15562,1,"y","art","left",1,"2","n","1_left","match"
"14156",15564,1,"y","art","left",1,"2","y","1_left","match"
"14157",15564,2,"y","art","left",1,"2","y","1_left","match"
"14158",15565,1,"y","art","left",1,"2","n","1_left","match"
"14160",15567,1,"y","art","left",0,"2","n","0_left","mismatch"
"14162",15569,1,"y","nat","right",1,"2","n","1_right","mismatch"
"14165",15572,1,"y","art","right",0,"2","n","0_right","match"
"14172",15579,1,"y","art","right",0,"2","y","0_right","match"
"14173",15580,1,"y","art","right",0,"2","n","0_right","match"
"14184",15590,2,"y","art","right",0,"2","y","0_right","match"
"14185",15591,1,"y","art","right",1,"2","y","1_right","mismatch"
"14187",15593,1,"y","nat","left",0,"2","n","0_left","mismatch"
"14209",15625,1,"y","art","left",1,"2","y","1_left","match"
"14212",15629,1,"y","nat","right",0,"2","n","0_right","match"
"14213",15630,1,"y","nat","left",0,"2","n","0_left","mismatch"
"14219",15638,1,"y","art","left",0,"2","y","0_left","mismatch"
"14234",15652,1,"y","art","right",0,"2","n","0_right","match"
"14236",15654,1,"y","art","left",0,"2","n","0_left","mismatch"
"14239",15657,1,"y","art","left",1,"2","n","1_left","match"
"14242",15660,1,"y","art","right",1,"0","","1_right","mismatch"
"14255",15679,1,"y","art","right",0,"2","y","0_right","match"
"14256",15680,1,"y","art","right",0,"2","n","0_right","match"
"14258",15682,1,"y","art","right",1,"2","n","1_right","mismatch"
"14259",15683,1,"y","art","right",0,"2","n","0_right","match"
"14262",15689,1,"y","art","right",0,"2","n","0_right","match"
"14263",15690,1,"y","art","right",0,"2","n","0_right","match"
"14271",15698,1,"y","nat","right",1,"2","n","1_right","mismatch"
"14275",15703,1,"y","nat","right",1,"2","n","1_right","mismatch"
"14276",15704,1,"y","nat","right",1,"2","n","1_right","mismatch"
"14283",15712,1,"y","art","left",0,"1","","0_left","mismatch"
"14287",15716,1,"y","art","right",1,"1","","1_right","mismatch"
"14306",15734,1,"y","nat","left",0,"2","n","0_left","mismatch"
"14309",15737,1,"y","art","right",0,"2","n","0_right","match"
"14317",15745,1,"y","art","left",0,"2","n","0_left","mismatch"
"14319",15748,1,"y","nat","left",1,"2","n","1_left","match"
"14321",15750,1,"y","nat","right",1,"2","n","1_right","mismatch"
"14322",15751,1,"y","nat","left",0,"1","","0_left","mismatch"
"14328",15759,1,"y","nat","left",1,"2","n","1_left","match"
"14331",15763,1,"y","art","left",1,"2","y","1_left","match"
"14332",15764,1,"y","art","left",1,"2","y","1_left","match"
"14334",15766,1,"y","art","left",1,"2","n","1_left","match"
"14336",15770,1,"y","nat","right",0,"2","n","0_right","match"
"14338",15772,1,"y","art","right",0,"2","n","0_right","match"
"14339",15773,1,"y","art","right",0,"2","n","0_right","match"
"14352",15787,1,"y","art","right",0,"2","n","0_right","match"
"14361",15797,1,"y","art","right",0,"2","n","0_right","match"
"14387",15831,1,"y","art","left",1,"2","n","1_left","match"
"14388",15832,1,"y","art","right",0,"2","n","0_right","match"
"14398",15842,1,"y","nat","left",1,"2","n","1_left","match"
"14404",15848,1,"y","art","left",0,"2","n","0_left","mismatch"
"14405",15849,1,"y","art","right",0,"2","n","0_right","match"
"14406",15850,1,"y","nat","left",1,"2","n","1_left","match"
"14407",15851,1,"y","art","right",0,"2","n","0_right","match"
"14413",15856,2,"y","art","left",1,"2","n","1_left","match"
"14419",15860,1,"y","art","right",1,"2","n","1_right","mismatch"
"14420",15860,2,"y","art","left",0,"2","n","0_left","mismatch"
"14422",15862,1,"y","art","left",1,"2","n","1_left","match"
"14440",15884,2,"y","art","left",0,"2","n","0_left","mismatch"
"14445",15894,1,"y","art","right",1,"2","y","1_right","mismatch"
"14446",15897,1,"y","nat","left",1,"2","y","1_left","match"
"14452",15909,1,"y","art","right",0,"2","y","0_right","match"
"14453",15910,1,"y","nat","right",0,"2","n","0_right","match"
"14463",15920,1,"y","art","left",1,"2","n","1_left","match"
"14468",15926,1,"y","art","right",0,"2","n","0_right","match"
"14469",15926,2,"y","art","right",0,"2","n","0_right","match"
"14474",15933,1,"y","nat","left",0,"2","n","0_left","mismatch"
"14478",15940,1,"y","nat","left",1,"1","","1_left","match"
"14479",15942,1,"y","art","right",0,"2","n","0_right","match"
